stockcode,quantity,invoicedate,unitprice,customerid,country
20977,2,2025-03-12 12:08:00,1.25,17917.0,United Kingdom
47593A,2,2025-03-12 12:08:00,1.25,17917.0,United Kingdom
20670,1,2025-03-12 12:08:00,2.95,17917.0,United Kingdom
22956,1,2025-03-12 12:08:00,2.1,17917.0,United Kingdom
22207,1,2025-03-12 12:08:00,4.25,17917.0,United Kingdom
22132,2,2025-03-12 12:08:00,0.85,17917.0,United Kingdom
21943,2,2025-03-12 12:08:00,0.85,17917.0,United Kingdom
22389,1,2025-03-12 12:08:00,2.55,17917.0,United Kingdom
21946,2,2025-03-12 12:08:00,0.85,17917.0,United Kingdom
22726,1,2025-03-12 12:08:00,3.75,17917.0,United Kingdom
22729,1,2025-03-12 12:08:00,3.75,17917.0,United Kingdom
22726,1,2025-03-12 12:08:00,3.75,17917.0,United Kingdom
21711,2,2025-03-12 12:08:00,4.95,17917.0,United Kingdom
84997C,3,2025-03-12 12:08:00,3.75,17917.0,United Kingdom
22400,1,2025-03-12 12:08:00,1.25,17917.0,United Kingdom
21739,1,2025-03-12 12:08:00,2.95,17917.0,United Kingdom
22560,4,2025-03-12 12:08:00,1.25,17917.0,United Kingdom
22746,1,2025-03-12 12:08:00,2.1,17917.0,United Kingdom
21577,4,2025-03-12 12:08:00,2.25,17917.0,United Kingdom
22744,2,2025-03-12 12:08:00,2.95,17917.0,United Kingdom
84559B,3,2025-03-12 12:08:00,0.85,17917.0,United Kingdom
22333,1,2025-03-12 12:08:00,1.65,17917.0,United Kingdom
85099C,2,2025-03-12 12:18:00,1.95,16010.0,United Kingdom
85099F,2,2025-03-12 12:18:00,1.95,16010.0,United Kingdom
22909,2,2025-03-12 12:18:00,0.85,16010.0,United Kingdom
20681,1,2025-03-12 12:18:00,3.25,16010.0,United Kingdom
20682,1,2025-03-12 12:18:00,3.25,16010.0,United Kingdom
22940,1,2025-03-12 12:18:00,4.25,16010.0,United Kingdom
22749,1,2025-03-12 12:18:00,3.75,16010.0,United Kingdom
21866,2,2025-03-12 12:18:00,1.25,16010.0,United Kingdom
21867,2,2025-03-12 12:18:00,1.25,16010.0,United Kingdom
21733,2,2025-03-12 12:18:00,2.95,16010.0,United Kingdom
22804,2,2025-03-12 12:18:00,2.95,16010.0,United Kingdom
85123A,3,2025-03-12 12:18:00,2.95,16010.0,United Kingdom
21232,2,2025-03-12 12:18:00,1.25,16010.0,United Kingdom
72130,2,2025-03-12 12:18:00,0.65,16010.0,United Kingdom
72128,2,2025-03-12 12:18:00,0.85,16010.0,United Kingdom
21411,1,2025-03-12 12:18:00,4.25,16010.0,United Kingdom
21408,1,2025-03-12 12:18:00,4.25,16010.0,United Kingdom
21624,1,2025-03-12 12:18:00,5.95,16010.0,United Kingdom
72127,2,2025-03-12 12:18:00,1.25,16010.0,United Kingdom
22470,5,2025-03-12 12:18:00,2.95,16010.0,United Kingdom
22469,5,2025-03-12 12:18:00,1.65,16010.0,United Kingdom
20970,1,2025-03-12 12:18:00,3.75,16010.0,United Kingdom
20967,1,2025-03-12 12:18:00,3.75,16010.0,United Kingdom
20969,2,2025-03-12 12:18:00,3.75,16010.0,United Kingdom
37449,1,2025-03-12 12:24:00,9.95,17085.0,United Kingdom
21232,6,2025-03-12 12:24:00,1.25,17085.0,United Kingdom
85150,4,2025-03-12 12:24:00,2.55,17085.0,United Kingdom
82600,3,2025-03-12 12:24:00,2.1,17085.0,United Kingdom
82599,2,2025-03-12 12:24:00,2.1,17085.0,United Kingdom
85152,4,2025-03-12 12:24:00,2.1,17085.0,United Kingdom
82567,1,2025-03-12 12:24:00,2.1,17085.0,United Kingdom
82582,3,2025-03-12 12:24:00,2.1,17085.0,United Kingdom
21165,1,2025-03-12 12:24:00,1.69,17085.0,United Kingdom
21164,3,2025-03-12 12:24:00,2.95,17085.0,United Kingdom
21175,3,2025-03-12 12:24:00,2.1,17085.0,United Kingdom
21174,3,2025-03-12 12:24:00,1.95,17085.0,United Kingdom
21181,4,2025-03-12 12:24:00,2.1,17085.0,United Kingdom
22412,2,2025-03-12 12:24:00,2.1,17085.0,United Kingdom
21904,2,2025-03-12 12:24:00,2.1,17085.0,United Kingdom
21876,3,2025-03-12 12:24:00,1.25,17085.0,United Kingdom
21871,2,2025-03-12 12:24:00,1.25,17085.0,United Kingdom
21877,2,2025-03-12 12:24:00,1.25,17085.0,United Kingdom
21872,2,2025-03-12 12:24:00,1.25,17085.0,United Kingdom
22174,6,2025-03-12 12:24:00,1.65,17085.0,United Kingdom
22109,8,2025-03-12 12:24:00,3.75,17085.0,United Kingdom
22444,24,2025-03-12 12:24:00,1.25,17085.0,United Kingdom
22812,12,2025-03-12 12:24:00,1.95,17085.0,United Kingdom
21870,6,2025-03-12 12:24:00,1.25,17085.0,United Kingdom
85123A,6,2025-03-12 12:24:00,2.95,17085.0,United Kingdom
21733,4,2025-03-12 12:24:00,2.95,17085.0,United Kingdom
22197,10,2025-03-12 12:24:00,0.85,17085.0,United Kingdom
21231,6,2025-03-12 12:24:00,1.25,17085.0,United Kingdom
51020B,6,2025-03-12 12:24:00,1.25,17085.0,United Kingdom
22474,1,2025-03-12 12:24:00,4.95,17085.0,United Kingdom
22855,6,2025-03-12 12:24:00,1.25,17085.0,United Kingdom
20886,6,2025-03-12 12:24:00,1.95,17085.0,United Kingdom
22095,6,2025-03-12 12:24:00,1.25,17085.0,United Kingdom
72741,9,2025-03-12 12:24:00,1.45,17085.0,United Kingdom
22441,1,2025-03-12 12:24:00,2.1,17085.0,United Kingdom
22374,1,2025-03-12 12:24:00,4.25,17085.0,United Kingdom
22374,1,2025-03-12 12:24:00,4.25,17085.0,United Kingdom
22371,1,2025-03-12 12:24:00,4.25,17085.0,United Kingdom
22372,2,2025-03-12 12:24:00,4.25,17085.0,United Kingdom
70007,2,2025-03-12 12:24:00,1.65,17085.0,United Kingdom
22314,5,2025-03-12 12:24:00,2.95,17085.0,United Kingdom
22311,6,2025-03-12 12:24:00,2.95,17085.0,United Kingdom
22283,1,2025-03-12 12:24:00,7.95,17085.0,United Kingdom
22099,4,2025-03-12 12:24:00,1.25,17085.0,United Kingdom
21730,3,2025-03-12 12:24:00,4.95,17085.0,United Kingdom
71477,4,2025-03-12 12:24:00,3.25,17085.0,United Kingdom
22834,6,2025-03-12 12:24:00,2.1,17085.0,United Kingdom
20961,6,2025-03-12 12:24:00,1.25,17085.0,United Kingdom
22727,1,2025-03-12 12:24:00,3.75,17085.0,United Kingdom
22725,1,2025-03-12 12:24:00,3.75,17085.0,United Kingdom
22729,1,2025-03-12 12:24:00,3.75,17085.0,United Kingdom
20966,6,2025-03-12 12:24:00,1.25,17085.0,United Kingdom
20963,6,2025-03-12 12:24:00,1.25,17085.0,United Kingdom
21790,3,2025-03-12 12:24:00,0.85,17085.0,United Kingdom
84558A,1,2025-03-12 12:26:00,2.95,16779.0,United Kingdom
22195,2,2025-03-12 12:26:00,1.65,16779.0,United Kingdom
22569,1,2025-03-12 12:26:00,3.75,16779.0,United Kingdom
20666,1,2025-03-12 12:26:00,2.95,16779.0,United Kingdom
22750,1,2025-03-12 12:26:00,3.75,16779.0,United Kingdom
84559B,2,2025-03-12 12:26:00,0.85,16779.0,United Kingdom
22812,3,2025-03-12 12:26:00,1.95,16779.0,United Kingdom
22136,2,2025-03-12 12:26:00,1.65,16779.0,United Kingdom
17164B,1,2025-03-12 12:26:00,0.42,16779.0,United Kingdom
85152,12,2025-03-12 12:26:00,2.1,16779.0,United Kingdom
22166,1,2025-03-12 12:26:00,7.95,16779.0,United Kingdom
21865,6,2025-03-12 12:26:00,2.1,16779.0,United Kingdom
21915,1,2025-03-12 12:26:00,1.25,16779.0,United Kingdom
84827,1,2025-03-12 12:26:00,0.65,16779.0,United Kingdom
72349B,1,2025-03-12 12:26:00,2.1,16779.0,United Kingdom
21866,1,2025-03-12 12:26:00,1.25,16779.0,United Kingdom
21864,1,2025-03-12 12:26:00,2.1,16779.0,United Kingdom
21867,6,2025-03-12 12:26:00,1.25,16779.0,United Kingdom
21846,25,2025-03-12 12:26:00,4.25,16779.0,United Kingdom
22423,1,2025-03-12 12:26:00,12.75,16779.0,United Kingdom
20735,100,2025-03-12 12:26:00,0.72,16779.0,United Kingdom
22412,12,2025-03-12 12:26:00,2.1,16779.0,United Kingdom
22195,4,2025-03-12 12:26:00,1.65,16779.0,United Kingdom
21479,1,2025-03-12 12:26:00,3.75,16779.0,United Kingdom
72807B,1,2025-03-12 12:26:00,4.25,16779.0,United Kingdom
21327,1,2025-03-12 12:26:00,1.65,16779.0,United Kingdom
22333,6,2025-03-12 12:26:00,1.65,16779.0,United Kingdom
37449,-1,2025-03-12 12:31:00,9.95,17085.0,United Kingdom
22055,-1,2025-03-12 12:31:00,1.65,17085.0,United Kingdom
22055,1,2025-03-12 12:34:00,1.65,15224.0,United Kingdom
37449,1,2025-03-12 12:34:00,9.95,15224.0,United Kingdom
82583,12,2025-03-12 12:35:00,2.1,13668.0,United Kingdom
82599,4,2025-03-12 12:35:00,2.1,13668.0,United Kingdom
85150,12,2025-03-12 12:35:00,2.55,13668.0,United Kingdom
85152,4,2025-03-12 12:35:00,2.1,13668.0,United Kingdom
82605,4,2025-03-12 12:35:00,2.1,13668.0,United Kingdom
21165,4,2025-03-12 12:35:00,1.69,13668.0,United Kingdom
22412,4,2025-03-12 12:35:00,2.1,13668.0,United Kingdom
21166,4,2025-03-12 12:35:00,1.95,13668.0,United Kingdom
21903,4,2025-03-12 12:35:00,2.1,13668.0,United Kingdom
22158,4,2025-03-12 12:35:00,2.95,13668.0,United Kingdom
85123A,3,2025-03-12 12:35:00,2.95,13668.0,United Kingdom
48138,1,2025-03-12 12:35:00,7.95,13668.0,United Kingdom
82484,2,2025-03-12 12:35:00,6.45,13668.0,United Kingdom
21755,4,2025-03-12 12:35:00,5.95,13668.0,United Kingdom
21027,5,2025-03-12 12:41:00,1.25,13715.0,United Kingdom
17107D,3,2025-03-12 12:41:00,2.55,13715.0,United Kingdom
21032,6,2025-03-12 12:41:00,1.25,13715.0,United Kingdom
22621,4,2025-03-12 12:41:00,1.45,13715.0,United Kingdom
22588,1,2025-03-12 12:41:00,2.55,13715.0,United Kingdom
21355,6,2025-03-12 12:41:00,1.25,13715.0,United Kingdom
22558,4,2025-03-12 12:41:00,1.49,13715.0,United Kingdom
35971,6,2025-03-12 12:41:00,1.25,13715.0,United Kingdom
22469,12,2025-03-12 12:41:00,1.65,13715.0,United Kingdom
22739,1,2025-03-12 12:41:00,1.65,13715.0,United Kingdom
85038,4,2025-03-12 12:41:00,2.1,13715.0,United Kingdom
84509A,3,2025-03-12 12:41:00,3.75,13715.0,United Kingdom
17165D,4,2025-03-12 12:41:00,1.05,13715.0,United Kingdom
84536A,6,2025-03-12 12:41:00,0.42,13715.0,United Kingdom
85152,6,2025-03-12 12:41:00,2.1,13715.0,United Kingdom
22473,8,2025-03-12 12:41:00,1.95,13715.0,United Kingdom
82552,6,2025-03-12 12:41:00,1.45,13715.0,United Kingdom
21430,5,2025-03-12 12:41:00,3.75,13715.0,United Kingdom
21429,4,2025-03-12 12:41:00,1.65,13715.0,United Kingdom
22562,6,2025-03-12 12:41:00,1.25,13715.0,United Kingdom
22563,6,2025-03-12 12:41:00,1.25,13715.0,United Kingdom
82484,2,2025-03-12 12:41:00,6.45,13715.0,United Kingdom
22411,1,2025-03-12 12:41:00,1.95,13715.0,United Kingdom
21931,2,2025-03-12 12:41:00,1.95,13715.0,United Kingdom
20713,2,2025-03-12 12:41:00,1.95,13715.0,United Kingdom
85099F,2,2025-03-12 12:41:00,1.95,13715.0,United Kingdom
85099C,2,2025-03-12 12:41:00,1.95,13715.0,United Kingdom
21928,2,2025-03-12 12:41:00,1.95,13715.0,United Kingdom
22411,1,2025-03-12 12:41:00,1.95,13715.0,United Kingdom
22118,1,2025-03-12 12:44:00,4.95,14684.0,United Kingdom
22622,1,2025-03-12 12:44:00,9.95,14684.0,United Kingdom
22529,1,2025-03-12 12:44:00,0.42,14684.0,United Kingdom
22534,1,2025-03-12 12:44:00,0.42,14684.0,United Kingdom
21892,1,2025-03-12 12:44:00,1.25,14684.0,United Kingdom
22730,1,2025-03-12 12:44:00,3.75,14684.0,United Kingdom
17090A,1,2025-03-12 12:44:00,1.25,14684.0,United Kingdom
84692,1,2025-03-12 12:44:00,0.42,14684.0,United Kingdom
22553,1,2025-03-12 12:44:00,1.65,14684.0,United Kingdom
85136B,1,2025-03-12 12:44:00,7.95,14684.0,United Kingdom
79066K,1,2025-03-12 12:44:00,0.85,14684.0,United Kingdom
17091A,1,2025-03-12 12:44:00,1.25,14684.0,United Kingdom
85123A,1,2025-03-12 12:44:00,2.95,14684.0,United Kingdom
21329,1,2025-03-12 12:44:00,1.65,14684.0,United Kingdom
21327,2,2025-03-12 12:44:00,1.65,14684.0,United Kingdom
22563,1,2025-03-12 12:44:00,1.25,14684.0,United Kingdom
22562,1,2025-03-12 12:44:00,1.25,14684.0,United Kingdom
22560,1,2025-03-12 12:44:00,1.25,14684.0,United Kingdom
85185B,1,2025-03-12 12:44:00,2.95,14684.0,United Kingdom
85185D,1,2025-03-12 12:44:00,2.95,14684.0,United Kingdom
22605,1,2025-03-12 12:44:00,14.95,14684.0,United Kingdom
22904,3,2025-03-12 12:44:00,2.95,14684.0,United Kingdom
20727,2,2025-03-12 12:44:00,1.65,14684.0,United Kingdom
22383,1,2025-03-12 12:44:00,1.65,14684.0,United Kingdom
20726,1,2025-03-12 12:44:00,1.65,14684.0,United Kingdom
20981,1,2025-03-12 12:44:00,0.85,14684.0,United Kingdom
20973,2,2025-03-12 12:44:00,0.65,14684.0,United Kingdom
20982,1,2025-03-12 12:44:00,0.85,14684.0,United Kingdom
20978,1,2025-03-12 12:44:00,1.25,14684.0,United Kingdom
22694,4,2025-03-12 12:44:00,2.1,14684.0,United Kingdom
22174,1,2025-03-12 12:44:00,1.65,14684.0,United Kingdom
70007,2,2025-03-12 12:44:00,1.65,14684.0,United Kingdom
72132,2,2025-03-12 12:44:00,1.95,14684.0,United Kingdom
22753,2,2025-03-12 12:44:00,0.85,14684.0,United Kingdom
22754,2,2025-03-12 12:44:00,0.85,14684.0,United Kingdom
22755,2,2025-03-12 12:44:00,0.85,14684.0,United Kingdom
22834,9,2025-03-12 12:44:00,2.1,14684.0,United Kingdom
21137,3,2025-03-12 12:44:00,3.75,14684.0,United Kingdom
22041,2,2025-03-12 12:44:00,2.55,14684.0,United Kingdom
22749,1,2025-03-12 12:44:00,3.75,14684.0,United Kingdom
20969,2,2025-03-12 12:44:00,3.75,14684.0,United Kingdom
20970,2,2025-03-12 12:44:00,3.75,14684.0,United Kingdom
20967,1,2025-03-12 12:44:00,3.75,14684.0,United Kingdom
21931,1,2025-03-12 12:44:00,1.95,14684.0,United Kingdom
20748,3,2025-03-12 12:46:00,12.75,17819.0,United Kingdom
22423,32,2025-03-12 12:46:00,10.95,17819.0,United Kingdom
82483,2,2025-03-12 12:51:00,5.95,13715.0,United Kingdom
82484,-2,2025-03-12 12:51:00,6.45,13715.0,United Kingdom
22423,16,2025-03-12 12:56:00,10.95,17188.0,United Kingdom
22834,48,2025-03-12 12:56:00,0.85,17188.0,United Kingdom
70006,30,2025-03-12 12:56:00,0.42,17188.0,United Kingdom
22837,36,2025-03-12 12:56:00,4.25,17188.0,United Kingdom
22511,8,2025-03-12 12:56:00,1.25,17188.0,United Kingdom
22113,36,2025-03-12 12:56:00,3.39,17188.0,United Kingdom
84882,3,2025-03-12 13:01:00,3.75,16011.0,United Kingdom
22457,12,2025-03-12 13:01:00,2.95,16011.0,United Kingdom
84946,6,2025-03-12 13:01:00,1.25,16011.0,United Kingdom
21326,24,2025-03-12 13:01:00,0.65,16011.0,United Kingdom
22681,5,2025-03-12 13:01:00,1.25,16011.0,United Kingdom
22680,1,2025-03-12 13:01:00,1.25,16011.0,United Kingdom
22677,2,2025-03-12 13:01:00,1.25,16011.0,United Kingdom
21494,3,2025-03-12 13:01:00,1.25,16011.0,United Kingdom
84946,6,2025-03-12 13:01:00,1.25,16011.0,United Kingdom
22595,12,2025-03-12 13:01:00,0.85,16011.0,United Kingdom
22561,5,2025-03-12 13:01:00,1.65,16011.0,United Kingdom
21143,3,2025-03-12 13:01:00,1.95,16011.0,United Kingdom
21494,4,2025-03-12 13:01:00,1.25,16011.0,United Kingdom
22837,3,2025-03-12 13:01:00,4.65,16011.0,United Kingdom
22592,4,2025-03-12 13:01:00,3.75,16011.0,United Kingdom
22696,2,2025-03-12 13:01:00,1.95,16011.0,United Kingdom
22469,4,2025-03-12 13:01:00,1.65,16011.0,United Kingdom
22694,4,2025-03-12 13:01:00,2.1,16011.0,United Kingdom
22161,38,2025-03-12 13:26:00,0.65,15547.0,United Kingdom
22219,19,2025-03-12 13:26:00,0.85,15547.0,United Kingdom
22791,15,2025-03-12 13:26:00,1.25,15547.0,United Kingdom
22154,6,2025-03-12 13:26:00,0.42,15547.0,United Kingdom
21818,8,2025-03-12 13:26:00,0.85,15547.0,United Kingdom
21819,10,2025-03-12 13:26:00,0.85,15547.0,United Kingdom
22227,18,2025-03-12 13:26:00,0.65,15547.0,United Kingdom
22339,2,2025-03-12 13:26:00,0.65,15547.0,United Kingdom
22337,20,2025-03-12 13:26:00,0.65,15547.0,United Kingdom
22338,24,2025-03-12 13:26:00,0.65,15547.0,United Kingdom
22339,22,2025-03-12 13:26:00,0.65,15547.0,United Kingdom
22335,20,2025-03-12 13:26:00,0.65,15547.0,United Kingdom
21098,6,2025-03-12 13:26:00,1.25,15547.0,United Kingdom
22296,24,2025-03-12 13:26:00,1.65,15547.0,United Kingdom
22297,48,2025-03-12 13:26:00,1.25,15547.0,United Kingdom
22295,24,2025-03-12 13:26:00,1.65,15547.0,United Kingdom
21390,24,2025-03-12 13:26:00,1.25,15547.0,United Kingdom
21143,12,2025-03-12 13:26:00,1.95,15547.0,United Kingdom
22157,24,2025-03-12 13:26:00,0.85,15547.0,United Kingdom
84836,12,2025-03-12 13:26:00,1.25,15547.0,United Kingdom
22294,24,2025-03-12 13:26:00,1.25,15547.0,United Kingdom
35961,24,2025-03-12 13:26:00,0.85,15547.0,United Kingdom
21135,8,2025-03-12 13:26:00,1.69,15547.0,United Kingdom
21592,1,2025-03-12 13:26:00,1.25,15547.0,United Kingdom
21730,5,2025-03-12 13:26:00,4.95,15547.0,United Kingdom
22469,3,2025-03-12 13:26:00,1.65,15547.0,United Kingdom
22470,5,2025-03-12 13:26:00,2.95,15547.0,United Kingdom
85114A,1,2025-03-12 13:26:00,1.65,15547.0,United Kingdom
85114C,1,2025-03-12 13:26:00,1.65,15547.0,United Kingdom
22659,2,2025-03-12 13:26:00,1.95,15547.0,United Kingdom
84029E,2,2025-03-12 13:26:00,3.75,15547.0,United Kingdom
21155,1,2025-03-12 13:26:00,2.1,15547.0,United Kingdom
21527,1,2025-03-12 13:26:00,7.95,15547.0,United Kingdom
22072,1,2025-03-12 13:26:00,3.75,15547.0,United Kingdom
21870,6,2025-03-12 13:26:00,1.25,15547.0,United Kingdom
22649,1,2025-03-12 13:26:00,4.95,15547.0,United Kingdom
22649,2,2025-03-12 13:26:00,4.95,15547.0,United Kingdom
37450,2,2025-03-12 13:26:00,2.95,15547.0,United Kingdom
22796,2,2025-03-12 13:26:00,9.95,15547.0,United Kingdom
82483,6,2025-03-12 13:26:00,5.95,15547.0,United Kingdom
20914,3,2025-03-12 13:26:00,2.95,15547.0,United Kingdom
84865,1,2025-03-12 13:26:00,8.5,15547.0,United Kingdom
85031A,2,2025-03-12 13:26:00,4.95,15547.0,United Kingdom
21175,1,2025-03-12 13:26:00,2.1,15547.0,United Kingdom
21169,1,2025-03-12 13:26:00,1.69,15547.0,United Kingdom
21166,1,2025-03-12 13:26:00,1.95,15547.0,United Kingdom
21181,1,2025-03-12 13:26:00,2.1,15547.0,United Kingdom
84755,8,2025-03-12 13:26:00,0.65,15547.0,United Kingdom
20717,1,2025-03-12 13:26:00,1.25,15547.0,United Kingdom
84406B,3,2025-03-12 13:26:00,3.25,15547.0,United Kingdom
22158,16,2025-03-12 13:26:00,2.95,15547.0,United Kingdom
82494L,6,2025-03-12 13:26:00,2.95,15547.0,United Kingdom
20828,4,2025-03-12 13:26:00,2.55,15547.0,United Kingdom
21844,2,2025-03-12 13:26:00,2.95,15547.0,United Kingdom
21259,3,2025-03-12 13:26:00,5.95,15547.0,United Kingdom
85175,32,2025-03-12 13:26:00,0.42,15547.0,United Kingdom
21463,10,2025-03-12 13:32:00,2.5,15998.0,United Kingdom
22300,2,2025-03-12 13:32:00,2.55,15998.0,United Kingdom
22301,2,2025-03-12 13:32:00,2.55,15998.0,United Kingdom
48111,3,2025-03-12 13:32:00,7.95,15998.0,United Kingdom
20685,1,2025-03-12 13:32:00,7.95,15998.0,United Kingdom
22690,1,2025-03-12 13:32:00,7.95,15998.0,United Kingdom
22689,1,2025-03-12 13:32:00,7.95,15998.0,United Kingdom
48116,1,2025-03-12 13:32:00,7.95,15998.0,United Kingdom
22834,11,2025-03-12 13:32:00,2.1,15998.0,United Kingdom
22654,2,2025-03-12 13:32:00,5.95,15998.0,United Kingdom
22460,6,2025-03-12 13:32:00,1.25,15998.0,United Kingdom
22644,2,2025-03-12 13:32:00,1.45,15998.0,United Kingdom
22646,2,2025-03-12 13:32:00,1.45,15998.0,United Kingdom
21829,36,2025-03-12 13:32:00,0.21,15998.0,United Kingdom
21833,6,2025-03-12 13:32:00,1.69,15998.0,United Kingdom
22755,3,2025-03-12 13:32:00,0.85,15998.0,United Kingdom
22754,3,2025-03-12 13:32:00,0.85,15998.0,United Kingdom
22753,3,2025-03-12 13:32:00,0.85,15998.0,United Kingdom
21889,4,2025-03-12 13:32:00,1.25,15998.0,United Kingdom
22547,4,2025-03-12 13:32:00,0.42,15998.0,United Kingdom
22546,4,2025-03-12 13:32:00,0.42,15998.0,United Kingdom
22544,4,2025-03-12 13:32:00,0.42,15998.0,United Kingdom
22531,4,2025-03-12 13:32:00,0.42,15998.0,United Kingdom
22537,4,2025-03-12 13:32:00,0.42,15998.0,United Kingdom
22536,4,2025-03-12 13:32:00,0.42,15998.0,United Kingdom
22535,4,2025-03-12 13:32:00,0.42,15998.0,United Kingdom
22534,4,2025-03-12 13:32:00,0.42,15998.0,United Kingdom
22297,6,2025-03-12 13:32:00,1.25,15998.0,United Kingdom
22296,2,2025-03-12 13:32:00,1.65,15998.0,United Kingdom
22121,1,2025-03-12 13:32:00,5.95,15998.0,United Kingdom
21755,1,2025-03-12 13:32:00,5.95,15998.0,United Kingdom
22118,1,2025-03-12 13:32:00,4.95,15998.0,United Kingdom
21891,4,2025-03-12 13:32:00,1.25,15998.0,United Kingdom
22621,4,2025-03-12 13:32:00,1.45,15998.0,United Kingdom
21452,2,2025-03-12 13:32:00,2.95,15998.0,United Kingdom
21989,4,2025-03-12 13:32:00,0.85,15998.0,United Kingdom
22560,4,2025-03-12 13:32:00,1.25,15998.0,United Kingdom
22489,4,2025-03-12 13:32:00,0.42,15998.0,United Kingdom
22418,12,2025-03-12 13:32:00,0.85,15998.0,United Kingdom
22435,5,2025-03-12 13:32:00,1.25,15998.0,United Kingdom
22449,1,2025-03-12 13:32:00,3.35,15998.0,United Kingdom
22450,1,2025-03-12 13:32:00,3.35,15998.0,United Kingdom
22451,1,2025-03-12 13:32:00,3.35,15998.0,United Kingdom
22505,2,2025-03-12 13:32:00,4.95,15998.0,United Kingdom
85123A,6,2025-03-12 13:32:00,2.95,15998.0,United Kingdom
21733,4,2025-03-12 13:32:00,2.95,15998.0,United Kingdom
82582,2,2025-03-12 13:32:00,2.1,15998.0,United Kingdom
85152,2,2025-03-12 13:32:00,2.1,15998.0,United Kingdom
21175,2,2025-03-12 13:32:00,2.1,15998.0,United Kingdom
21166,1,2025-03-12 13:32:00,1.95,15998.0,United Kingdom
21908,3,2025-03-12 13:32:00,2.1,15998.0,United Kingdom
22178,6,2025-03-12 13:32:00,1.25,15998.0,United Kingdom
21429,2,2025-03-12 13:32:00,1.65,15998.0,United Kingdom
70006,4,2025-03-12 13:32:00,1.65,15998.0,United Kingdom
70007,4,2025-03-12 13:32:00,1.65,15998.0,United Kingdom
20956,12,2025-03-12 13:32:00,1.25,15998.0,United Kingdom
22752,3,2025-03-12 13:32:00,8.5,15998.0,United Kingdom
22112,2,2025-03-12 13:32:00,4.95,15998.0,United Kingdom
22111,2,2025-03-12 13:32:00,4.95,15998.0,United Kingdom
21479,2,2025-03-12 13:32:00,3.75,15998.0,United Kingdom
21217,2,2025-03-12 13:32:00,9.95,15998.0,United Kingdom
21471,2,2025-03-12 13:32:00,3.75,15998.0,United Kingdom
21472,6,2025-03-12 13:32:00,3.75,15998.0,United Kingdom
22113,2,2025-03-12 13:32:00,3.75,15998.0,United Kingdom
22835,2,2025-03-12 13:32:00,4.65,15998.0,United Kingdom
21485,2,2025-03-12 13:32:00,4.95,15998.0,United Kingdom
84030E,1,2025-03-12 13:32:00,4.25,15998.0,United Kingdom
84029E,2,2025-03-12 13:32:00,3.75,15998.0,United Kingdom
84032B,2,2025-03-12 13:32:00,2.95,15998.0,United Kingdom
22197,4,2025-03-12 13:32:00,0.85,15998.0,United Kingdom
22837,6,2025-03-12 13:32:00,4.65,15998.0,United Kingdom
21638,4,2025-03-12 13:32:00,2.1,15998.0,United Kingdom
21647,4,2025-03-12 13:32:00,2.1,15998.0,United Kingdom
22074,2,2025-03-12 13:32:00,1.65,15998.0,United Kingdom
22075,2,2025-03-12 13:32:00,1.65,15998.0,United Kingdom
85049B,2,2025-03-12 13:32:00,1.25,15998.0,United Kingdom
85049C,2,2025-03-12 13:32:00,1.25,15998.0,United Kingdom
85049A,2,2025-03-12 13:32:00,1.25,15998.0,United Kingdom
85049E,2,2025-03-12 13:32:00,1.25,15998.0,United Kingdom
21873,1,2025-03-12 13:32:00,1.25,15998.0,United Kingdom
20856,2,2025-03-12 13:32:00,1.65,15998.0,United Kingdom
20854,2,2025-03-12 13:32:00,1.65,15998.0,United Kingdom
20857,2,2025-03-12 13:32:00,1.65,15998.0,United Kingdom
21464,4,2025-03-12 13:32:00,4.25,15998.0,United Kingdom
84375,4,2025-03-12 13:32:00,2.1,15998.0,United Kingdom
22579,6,2025-03-12 13:32:00,0.85,15998.0,United Kingdom
22581,6,2025-03-12 13:32:00,0.85,15998.0,United Kingdom
22577,6,2025-03-12 13:32:00,0.85,15998.0,United Kingdom
22578,6,2025-03-12 13:32:00,0.85,15998.0,United Kingdom
22574,6,2025-03-12 13:32:00,0.85,15998.0,United Kingdom
22576,6,2025-03-12 13:32:00,0.85,15998.0,United Kingdom
22573,6,2025-03-12 13:32:00,0.85,15998.0,United Kingdom
22154,12,2025-03-12 13:32:00,0.42,15998.0,United Kingdom
21807,12,2025-03-12 13:32:00,0.42,15998.0,United Kingdom
22893,12,2025-03-12 13:32:00,0.42,15998.0,United Kingdom
21843,2,2025-03-12 13:32:00,10.95,15998.0,United Kingdom
22594,6,2025-03-12 13:32:00,0.85,15998.0,United Kingdom
22593,6,2025-03-12 13:32:00,0.85,15998.0,United Kingdom
22595,6,2025-03-12 13:32:00,0.85,15998.0,United Kingdom
22935,2,2025-03-12 13:32:00,3.25,15998.0,United Kingdom
22932,2,2025-03-12 13:32:00,2.55,15998.0,United Kingdom
22930,2,2025-03-12 13:32:00,2.55,15998.0,United Kingdom
22937,4,2025-03-12 13:32:00,2.55,15998.0,United Kingdom
22423,3,2025-03-12 13:32:00,12.75,15998.0,United Kingdom
21592,4,2025-03-12 13:32:00,1.25,15998.0,United Kingdom
21584,6,2025-03-12 13:32:00,1.65,15998.0,United Kingdom
21588,4,2025-03-12 13:32:00,2.55,15998.0,United Kingdom
